name,online_order,book_table,rate,votes,rest_type,cuisines,cost,locality
Shree Khana Khazana,Yes,No,4.2,166,Quick Bites,"North Indian, Chinese",450.0,Bellandur
Moti Mahal Delux,Yes,Yes,4.0,547,Casual Dining,"North Indian, Mughlai",1000.0,Bellandur
Shri Vishnu Grand,Yes,No,3.0,139,Casual Dining,"North Indian, South Indian, Chinese",450.0,Bellandur
Andhra Paris,Yes,No,3.2,5,Quick Bites,Andhra,250.0,Bellandur
Annapurna Foods,Yes,No,3.5,11,Casual Dining,"North Indian, Chinese, Hyderabadi",400.0,Bellandur
Spicy Punjabi Pharatha,Yes,No,2.9,76,Quick Bites,"North Indian, Chinese, Biryani",400.0,Bellandur
Kitchen On Table,Yes,No,4.3,787,Casual Dining,"BBQ, Chinese, Japanese, Asian",1000.0,Bellandur
Charcoal Eats,Yes,No,4.0,55,Quick Bites,"Italian, Biryani, Fast Food, North Indian, Rolls",500.0,Bellandur
Foodbell,Yes,No,,0,"Takeaway, Delivery","North Indian, Chinese, Biryani",300.0,Bellandur
Only Parathas,No,No,3.3,6,"Takeaway, Delivery",North Indian,,Bellandur
Zayakedar,Yes,No,4.0,250,Quick Bites,North Indian,250.0,Bellandur
S S Popular Frozen Stone,Yes,No,3.7,24,"Beverage Shop, Quick Bites","Beverages, Ice Cream, Sandwich, Fast Food",250.0,Bellandur
Park N Eat,Yes,No,3.7,16,Quick Bites,"Chinese, North Indian",300.0,Bellandur
Amrutha Grand Restaurant,Yes,No,3.2,204,Casual Dining,"North Indian, Biryani, Chinese",500.0,Bellandur
YumYumSouth,Yes,No,3.6,55,Delivery,South Indian,600.0,Bellandur
Nanda's,Yes,No,2.9,361,Casual Dining,"North Indian, Chinese, Andhra",450.0,Bellandur
Ramji Chaiwale,Yes,No,3.3,30,Quick Bites,"Beverages, Fast Food",250.0,Bellandur
Supreme Biryani,Yes,No,3.3,18,Delivery,Biryani,400.0,Bellandur
Bombay Kulfi,Yes,No,3.8,38,Dessert Parlor,"Desserts, Ice Cream",150.0,Bellandur
Shahi Zaikha,Yes,No,3.2,6,Quick Bites,"Chinese, North Indian, Mughlai",300.0,Bellandur
MAD Belgian Waffles,Yes,No,,0,Quick Bites,Fast Food,300.0,Bellandur
Srinathji's,Yes,Yes,3.9,661,Casual Dining,"North Indian, Chinese, Continental, Street Food",750.0,Bellandur
Sichuan,Yes,No,4.1,268,Casual Dining,"Chinese, Asian, Seafood",800.0,Bellandur
Bellandur Kitchen,Yes,No,3.4,17,Quick Bites,"North Indian, Chinese",400.0,Bellandur
Ovenstory Pizza,Yes,No,4.0,200,Delivery,Pizza,750.0,Bellandur
Parathe Ghar Ke,Yes,No,3.2,4,Quick Bites,North Indian,300.0,Bellandur
Stoned Monkey,Yes,No,3.9,228,Dessert Parlor,"Desserts, Ice Cream",500.0,Bellandur
Cakes Wagon,Yes,No,3.4,6,"Dessert Parlor, Bakery","Desserts, Bakery",300.0,Bellandur
Sri Ganesh Juice Junction,Yes,No,3.5,5,Beverage Shop,"Juices, Fast Food",200.0,Bellandur
Ooty Chocolates,Yes,No,3.3,9,Dessert Parlor,Desserts,300.0,Bellandur
Kanua,Yes,Yes,4.4,889,Casual Dining,"Konkan, Mangalorean, Seafood",1400.0,Bellandur
Foreign Caf????????????????????????????????,Yes,No,3.5,43,Delivery,Continental,500.0,Bellandur
Apna Veg Dhaba,Yes,No,3.1,35,Casual Dining,"North Indian, Chinese",400.0,Bellandur
Zeeshan,Yes,No,2.6,155,Casual Dining,"North Indian, Mughlai, Biryani, Rolls",600.0,Bellandur
Dad's Cookhouse,Yes,No,4.0,44,Quick Bites,"North Indian, Street Food, Chinese, Fast Food",300.0,Bellandur
Five Star Chicken,Yes,No,3.4,9,Quick Bites,"Fast Food, Burger",200.0,Bellandur
McDonald's,Yes,No,3.2,258,Quick Bites,"Burger, Fast Food",500.0,Bellandur
Abbabi Chicken,Yes,No,3.8,133,Quick Bites,Fast Food,200.0,Bellandur
Azura Restaurant,Yes,No,2.8,95,Casual Dining,"North Indian, Mughlai, Chinese, Arabian, Kerala",500.0,Bellandur
Freshies Gourmet Salads,Yes,No,3.2,31,Quick Bites,"Salad, Healthy Food",350.0,Bellandur
Ritomi's Lov,Yes,No,3.7,48,Quick Bites,North Indian,400.0,Bellandur
Southinn,Yes,No,3.2,97,Quick Bites,"South Indian, Fast Food, Chinese, North Indian, Street Food",250.0,Bellandur
Smoor,Yes,No,3.7,44,Dessert Parlor,"Desserts, Beverages",900.0,Bellandur
Goli Vada Pav No. 1,Yes,No,3.3,84,Quick Bites,Street Food,200.0,Bellandur
Karachi Bakery,Yes,No,3.7,16,Bakery,"Bakery, Desserts",400.0,Bellandur
Mughal Treat,Yes,No,3.6,109,Casual Dining,"Mughlai, North Indian, Chinese",700.0,Bellandur
Le Charcoal Xpress,Yes,No,4.0,162,Quick Bites,"Arabian, BBQ, Rolls, Chinese",500.0,Bellandur
Foxtrot,Yes,Yes,4.4,1146,"Pub, Casual Dining","North Indian, Chinese, Continental, Momos",1200.0,
Sweet Truth,Yes,No,3.9,34,Delivery,"Bakery, Desserts",500.0,Bellandur
Le Gateau - The Cake Shop,Yes,No,4.4,536,Delivery,"Desserts, Bakery",600.0,Bellandur
Deli Chats and Sweets,Yes,No,4.1,39,Quick Bites,"Street Food, Mithai",200.0,Bellandur
Eden Huts Restaurant,No,No,4.0,213,Casual Dining,"Chinese, North Indian",400.0,Bellandur
Shekhawati Restaurant,Yes,No,3.7,62,Quick Bites,North Indian,300.0,Bellandur
Baithak,Yes,Yes,4.2,1383,"Casual Dining, Bar","Continental, North Indian, Mughlai",1100.0,Bellandur
Ice Treat,Yes,No,3.8,42,Quick Bites,"Juices, Ice Cream",200.0,Bellandur
Ustaad Biryani,Yes,No,,0,Delivery,Biryani,250.0,Bellandur
Mumbai Xpress,Yes,No,2.9,89,Quick Bites,"Fast Food, Street Food",350.0,Bellandur
Chung Wah,Yes,No,2.9,29,Delivery,"Chinese, Momos, Vietnamese, Thai",500.0,Bellandur
Filmy Kitchen,Yes,No,3.7,182,Quick Bites,"North Indian, South Indian, Italian, Chinese, Fast Food",400.0,Bellandur
The Belgian Waffle Co.,Yes,No,4.1,129,Dessert Parlor,"Desserts, Beverages",350.0,Bellandur
Samaroh,No,No,4.0,246,Casual Dining,North Indian,1200.0,Bellandur
Fusion Tadka,Yes,No,3.7,34,Delivery,"North Indian, Chinese",450.0,Bellandur
@ The Bbq,Yes,No,,0,Casual Dining,"BBQ, Continental, North Indian, Chinese, Beverages",700.0,Bellandur
Orchard Fresh,Yes,No,,0,Dessert Parlor,Ice Cream,150.0,Bellandur
Pizza Stop,Yes,No,3.2,44,Quick Bites,"Pizza, Italian",600.0,Bellandur
NH-1,Yes,No,3.8,376,Delivery,North Indian,600.0,Bellandur
Madurai Meenakshi Vilas,Yes,No,3.6,27,Quick Bites,South Indian,300.0,Bellandur
Rampyari Chaiwala Netaji Bhajiawala,Yes,No,3.1,25,Quick Bites,"Street Food, South Indian",150.0,Bellandur
Biryani House,Yes,No,3.5,11,Casual Dining,"Andhra, Biryani, Chinese, North Indian",600.0,Bellandur
Karavali Naati Mane,Yes,No,3.1,40,Quick Bites,South Indian,350.0,Bellandur
The Punjabi,Yes,No,2.9,32,Casual Dining,"North Indian, Mughlai, Biryani, Chinese",550.0,Bellandur
Biruva's Biryani House,Yes,No,,0,Quick Bites,"Biryani, North Indian, Chinese",200.0,Bellandur
Matinee Bar & Kitchen,Yes,Yes,4.2,340,Casual Dining,"BBQ, Continental, North Indian, Pizza, European",1700.0,Bellandur
Spicy Paratha House,Yes,No,3.0,9,Quick Bites,"North Indian, Chinese",450.0,Bellandur
Foodies Hub,Yes,No,3.1,8,Quick Bites,"North Indian, South Indian, Seafood",500.0,Bellandur
The Modak,Yes,No,3.6,18,Quick Bites,"North Indian, Street Food, Desserts, Chinese",400.0,Bellandur
Delhi Restaurant,Yes,No,3.8,54,Quick Bites,"North Indian, Mughlai, Chinese",400.0,Bellandur
Chatorezz,Yes,No,3.6,26,Quick Bites,"North Indian, Chinese",250.0,Bellandur
Aapni Rasoi,Yes,No,3.2,127,Quick Bites,North Indian,400.0,
Melting Melodies,Yes,No,3.6,11,"Dessert Parlor, Bakery","Desserts, Bakery",300.0,Bellandur
Deccan Kitchen,Yes,No,3.7,31,Casual Dining,"South Indian, North Indian",700.0,Bellandur
Tapout Tavern,Yes,Yes,4.1,322,"Casual Dining, Pub","American, Asian, Continental, North Indian, South Indian, Chinese",1200.0,Bellandur
Shanghai Bistro,Yes,No,4.1,248,Casual Dining,"Chinese, Thai, Vietnamese",800.0,Bellandur
Tipsy Bull - The Bar Exchange,Yes,Yes,4.4,2182,"Bar, Casual Dining","North Indian, Chinese, Continental, Mexican",1400.0,
Hyderabad Biryaani Home,Yes,No,3.0,137,Takeaway,"North Indian, Hyderabadi, Chinese",650.0,
Pabrai's Fresh & Naturelle Icecreams,Yes,No,4.3,324,Dessert Parlor,"Ice Cream, Desserts",180.0,Bellandur
Drunken Monkey,Yes,No,4.0,119,"Beverage Shop, Quick Bites","Beverages, Fast Food",400.0,Bellandur
Kritunga Restaurant,Yes,No,3.8,1972,Casual Dining,"Andhra, Biryani, North Indian, Chinese",650.0,Bellandur
Desi Chulha,Yes,No,3.7,19,Quick Bites,North Indian,250.0,Bellandur
Pop Hop,Yes,No,4.0,57,Dessert Parlor,"Ice Cream, Desserts",300.0,Bellandur
Kabab Mandra,Yes,No,2.9,243,Quick Bites,"North Indian, Chinese, Rolls",300.0,Bellandur
Chicken Man,Yes,No,3.7,48,Kiosk,"Roast Chicken, Burger",400.0,Bellandur
Oogway Express,Yes,No,3.7,19,Casual Dining,"Chinese, Thai, Momos",600.0,Bellandur
Hoot,Yes,Yes,4.2,7193,"Microbrewery, Pub","Continental, Italian, North Indian",1400.0,
Homifoo,Yes,No,3.5,11,Quick Bites,North Indian,300.0,Bellandur
Rajasthan Sweets,Yes,No,,0,Sweet Shop,Mithai,150.0,Bellandur
Ghar Ki Rasoi,Yes,No,3.7,50,Casual Dining,North Indian,500.0,Bellandur
Swaadam Biryanis,Yes,No,,0,Delivery,"Andhra, Biryani, North Indian, South Indian",300.0,Bellandur
Ice N Fries Cafe,Yes,No,3.7,39,Quick Bites,"Ice Cream, Fast Food, Burger, Pizza, Sandwich, Desserts, Beverages",200.0,Bellandur
Nutty Squirrel,Yes,No,3.8,72,Kiosk,"Ice Cream, Desserts",300.0,Bellandur
Cooking Mom,Yes,No,2.9,182,Casual Dining,"North Indian, Andhra",800.0,Bellandur
INDULGE by InnerChef,Yes,No,3.6,22,Bakery,"Desserts, Bakery",400.0,Bellandur
Biriyani Bungalow,Yes,No,3.9,222,Casual Dining,"Biryani, North Indian, Chinese",800.0,Bellandur
Absolute Shawarma,Yes,No,3.8,116,"Takeaway, Delivery",Lebanese,150.0,Bellandur
The Irish House,Yes,No,4.2,793,"Casual Dining, Pub","European, American",1700.0,Bellandur
Gusto's Pizza,Yes,No,3.0,289,Casual Dining,"Pizza, Italian",500.0,Bellandur
Mak n Vak - Fyn,Yes,No,3.9,337,Quick Bites,"North Indian, Chinese",500.0,Bellandur
Bawarchi Khaana,Yes,No,3.3,56,Quick Bites,"North Indian, Chinese",600.0,Bellandur
Tumbites,Yes,No,,0,Quick Bites,North Indian,200.0,Bellandur
Biryani Bar,Yes,No,,0,Delivery,Biryani,500.0,Bellandur
Wimpie Cafe & Restaurant,Yes,No,,0,Casual Dining,"Andhra, North Indian",500.0,Bellandur
Freshkicho,No,No,,0,Delivery,"North Indian, South Indian, Chinese",200.0,Bellandur
Mr. Cane,Yes,No,,0,Food Court,Juices,100.0,Bellandur
Carlos Cake Cafe,Yes,No,3.8,81,Bakery,"Bakery, Desserts",300.0,Bellandur
Mighty Paws,Yes,No,4.0,136,Cafe,Cafe,500.0,Bellandur
Cake Dilim,Yes,No,3.6,27,Bakery,Bakery,400.0,Bellandur
Raja Bhojaun,Yes,No,3.4,20,"Takeaway, Delivery","Chinese, North Indian, South Indian",250.0,Bellandur
Mirchi Bites- Spice Heaven,Yes,No,3.1,9,Casual Dining,"Hyderabadi, Biryani",650.0,Bellandur
Hotel Sapthagiri,Yes,No,3.6,13,Casual Dining,"Andhra, North Indian, Chinese",700.0,Bellandur
Baker's Cafe,Yes,No,3.5,8,Bakery,"Bakery, Desserts",200.0,Bellandur
Oz Pies,Yes,No,3.8,37,Delivery,"Australian, Continental",400.0,Bellandur
Tandoori Club,Yes,No,,0,Casual Dining,"North Indian, Chinese, Continental",750.0,Bellandur
Brimstone Cafe,Yes,Yes,4.0,387,"Cafe, Casual Dining","Cafe, Continental, Salad, Italian",1300.0,Bellandur
Jhanavi Restaurant,Yes,No,,0,Casual Dining,"South Indian, North Indian",400.0,Bellandur
Jashn,Yes,No,3.7,132,Casual Dining,North Indian,750.0,Bellandur
T.A.K - That Affordable Kitchen,Yes,No,3.2,4,"Takeaway, Delivery","Continental, North Indian",400.0,Bellandur
Up Shawarma,Yes,No,3.4,13,Quick Bites,Arabian,150.0,Bellandur
Happy Eat,Yes,No,,0,Quick Bites,"Biryani, Chinese, North Indian",300.0,Bellandur
Health Zingo,No,No,3.8,368,Casual Dining,"North Indian, Salad, Healthy Food",600.0,Bellandur
Corner Huts,Yes,No,3.8,30,Quick Bites,"North Indian, Chinese, Biryani, South Indian",300.0,Bellandur
Half & Half Food Box,Yes,No,3.1,13,Quick Bites,"North Indian, Chinese, Biryani",500.0,Bellandur
North Tadka Restaurant,Yes,No,,0,Quick Bites,"North Indian, Chinese",500.0,Bellandur
Food Treat,Yes,No,3.3,12,Quick Bites,"North Indian, South Indian",300.0,Bellandur
Five Senses,Yes,No,,0,"Takeaway, Delivery","Continental, North Indian, Fast Food",500.0,Bellandur
Canopus Multicuisine Restaurant,Yes,No,,0,Casual Dining,"North Indian, Seafood, Biryani, Chinese",800.0,Bellandur
Hotel Tanish,Yes,No,3.6,13,Quick Bites,South Indian,250.0,Bellandur
Royale Dine,Yes,No,3.5,16,Casual Dining,"North Indian, South Indian, Biryani",600.0,Bellandur
Baskin Robbins,Yes,No,3.7,48,Dessert Parlor,"Ice Cream, Desserts",250.0,Bellandur
Atithi Family Bar & Restaurant,Yes,No,3.6,31,"Casual Dining, Bar","North Indian, South Indian, Andhra",500.0,Bellandur
Meat And Eat,Yes,No,2.8,39,Quick Bites,"Fast Food, Burger",500.0,Bellandur
Eatwell Restaurant,Yes,No,3.0,8,Quick Bites,"Biryani, Chinese, North Indian",400.0,Bellandur
Angiie's Cafe,Yes,No,3.7,29,Quick Bites,"Burger, Fast Food",450.0,Bellandur
Apsara Ice Cream,No,No,4.1,83,Dessert Parlor,"Ice Cream, Desserts",200.0,Bellandur
Zing Roll,Yes,No,,0,Quick Bites,"Rolls, Sandwich",300.0,Bellandur
Muscat Restaurant,Yes,No,3.0,47,Quick Bites,"North Indian, Chinese",400.0,Bellandur
Rajtilak Sweets,Yes,No,2.8,20,"Quick Bites, Sweet Shop","Street Food, Fast Food, Mithai",250.0,Bellandur
The Chocolate Heaven - Cakes,Yes,No,,0,"Dessert Parlor, Bakery","Desserts, Bakery, Beverages",600.0,Bellandur
Cake Delights,Yes,No,3.6,24,Bakery,"Bakery, Desserts",500.0,Bellandur
Lassi Shack,Yes,No,3.7,35,"Beverage Shop, Dessert Parlor","Beverages, Ice Cream",200.0,Bellandur
Kaka Singh,Yes,No,2.6,42,Casual Dining,North Indian,400.0,Bellandur
Smoke - The Sizzler House,Yes,No,3.3,4,Casual Dining,"Continental, Chinese, Thai, BBQ, Steak",900.0,Bellandur
As On Fire,Yes,No,3.8,174,Quick Bites,"Pizza, Fast Food, BBQ",400.0,Bellandur
Soul Treat,Yes,No,4.3,269,Bakery,"Bakery, Desserts, Healthy Food",750.0,Bellandur
My Tea House,Yes,Yes,,0,Casual Dining,"Continental, Asian, North Indian, Tea",500.0,Bellandur
Kadala Teera,Yes,No,3.8,46,Casual Dining,"Seafood, South Indian",600.0,Bellandur
Biryani Hut,Yes,No,3.5,9,Quick Bites,"North Indian, Biryani",300.0,Bellandur
Sri Vishnu Garden Family Bar & Restaurant,Yes,No,,0,"Bar, Casual Dining","North Indian, South Indian, Chinese, Hyderabadi",700.0,Bellandur
CakeZone,No,No,3.7,20,Bakery,"Bakery, Desserts",500.0,Bellandur
Red Stone Kitchen,Yes,No,3.8,91,Casual Dining,"North Indian, Chinese, Seafood",750.0,Bellandur
Second Wife Cafe,Yes,No,3.8,60,Quick Bites,"Arabian, North Indian",400.0,Bellandur
Khan Saheb Grills And Rolls,Yes,No,3.2,135,Quick Bites,"Biryani, Fast Food, Rolls",400.0,Bellandur
Paratha's Kitchen,Yes,No,2.8,32,,"North Indian, South Indian",200.0,Bellandur
Asia In A Box,Yes,No,3.1,9,Casual Dining,"Thai, Asian",550.0,Bellandur
Ram Bhog,Yes,No,3.8,24,Quick Bites,"Chinese, North Indian",200.0,Bellandur
Silsila Restaurant,Yes,No,3.7,31,Casual Dining,"Chinese, North Indian",600.0,Bellandur
Keerthi Restaurant,Yes,No,3.3,11,Quick Bites,"North Indian, Chinese",300.0,Bellandur
Cafe Mondo,Yes,No,3.6,484,"Cafe, Casual Dining","Cafe, Italian, Pizza, Chinese",700.0,Bellandur
Flying Cakes,Yes,No,3.1,15,Bakery,"Bakery, Desserts",500.0,Bellandur
The Vape,Yes,No,4.0,600,Casual Dining,"Asian, Beverages",800.0,
Indy Palate,Yes,No,3.6,14,Quick Bites,"Continental, Biryani, Italian, North Indian, Chinese",250.0,Bellandur
Food Theory,No,No,3.0,88,,"Biryani, North Indian, Italian, Chinese, Sandwich, Desserts",500.0,Bellandur
Sri Vasavi Restaurant,Yes,No,3.6,30,Quick Bites,"Chinese, Biryani",250.0,Bellandur
Nukkad,Yes,No,3.0,106,Casual Dining,"North Indian, Chinese",500.0,Bellandur
Pita Pit,Yes,No,3.3,7,Quick Bites,"Healthy Food, Salad",600.0,Bellandur
Milkyway Ice Creams,Yes,No,3.7,25,Food Court,Ice Cream,300.0,Bellandur
Gooey & Fluffy,No,No,,0,Delivery,"Desserts, Bakery",200.0,Bellandur
Kerala Tiffin,No,No,,0,"Takeaway, Delivery",South Indian,400.0,Bellandur
Take EAT Easy,Yes,No,3.6,20,"Takeaway, Delivery",North Indian,200.0,Bellandur
Rasoiya,Yes,No,3.5,43,Delivery,"North Indian, Chinese, Momos",450.0,Bellandur
Burrito Boys,No,No,2.7,39,Food Court,"Mexican, Tex-Mex",330.0,Bellandur
Dhaba Shaba,Yes,No,3.2,61,Quick Bites,"North Indian, Fast Food",250.0,Bellandur
Just Bake,Yes,No,2.9,65,Bakery,"Bakery, Desserts",400.0,
Sri Murali Krishna,Yes,No,,0,Casual Dining,"North Indian, Chinese, Biryani",600.0,Bellandur
Ghar Ka Chulha,Yes,No,3.1,117,Casual Dining,"North Indian, Chinese",550.0,Bellandur
Cafe Daily Bread,No,No,3.7,128,"Bakery, Quick Bites","Bakery, Fast Food, Italian",600.0,Bellandur
Biriyani's & Curries,No,No,,0,Quick Bites,"Andhra, Biryani",400.0,Bellandur
Dessi Cuppa,Yes,No,3.7,35,"Quick Bites, Beverage Shop","Beverages, Fast Food",300.0,Bellandur
The Zaika Of Banaras,Yes,No,3.4,26,Quick Bites,"North Indian, Street Food",350.0,Bellandur
Mishmash,Yes,No,3.9,1240,"Casual Dining, Bar","Mediterranean, Continental, North Indian, Mughlai, Salad",1400.0,Bellandur
Happy Eats,Yes,No,,0,Delivery,"North Indian, Continental",300.0,Bellandur
Shri Sai Ram Andhra Hotel,No,No,,0,Quick Bites,"South Indian, North Indian",300.0,Bellandur
T Square,Yes,No,3.2,4,Quick Bites,"Fast Food, Street Food",150.0,Bellandur
Club Food,Yes,No,,0,Quick Bites,"North Indian, Chinese",250.0,Bellandur
Sri Sai Mango Tree Restaurant,No,No,3.6,336,Casual Dining,"North Indian, Biryani, Chinese",600.0,
Night Diaries,Yes,No,3.1,16,Quick Bites,North Indian,300.0,Bellandur
Carnival Cakes & Breads,No,No,3.7,23,"Dessert Parlor, Quick Bites","Bakery, Fast Food, Fast Food",200.0,Bellandur
Get Ur Fix,Yes,No,,0,Food Court,"Fast Food, Beverages",300.0,Bellandur
Sai Ram Andhra Mess,No,No,3.2,6,Mess,"South Indian, North Indian",300.0,Bellandur
Juice n Cafe,Yes,No,,0,"Quick Bites, Beverage Shop","Burger, Sandwich, Beverages, Juices",150.0,Bellandur
Delight Foods,No,No,,0,"Takeaway, Delivery","Andhra, Beverages, Biryani, Chinese, Fast Food, Hyderabadi, North Indian, South Indian",750.0,Bellandur
Samosa Corner,No,No,3.7,32,Quick Bites,Street Food,100.0,Bellandur
Bhagini,No,No,2.3,131,Casual Dining,"Andhra, South Indian, Chinese, North Indian",800.0,
Kettle & Kegs,Yes,No,3.3,9,Delivery,"Tea, Beverages",200.0,Bellandur
Unico,Yes,No,3.7,66,Casual Dining,"North Indian, Biryani, Chinese",550.0,Bellandur
New Andhra Spicy,Yes,No,3.6,11,,"North Indian, Chinese, Andhra, South Indian, Biryani",200.0,Bellandur
Eat N Drinks,Yes,No,3.4,7,Quick Bites,"Kerala, Beverages",150.0,Bellandur
Dosa Time,Yes,No,3.8,106,Takeaway,South Indian,200.0,Bellandur
Ammi's Biryani,No,No,2.8,43,Quick Bites,"Biryani, North Indian",500.0,Bellandur
Chef's Gallery,No,No,3.5,95,Casual Dining,"Chinese, Italian, North Indian",700.0,Bellandur
Annalakshmi,No,No,3.5,28,Casual Dining,"Andhra, Chettinad",700.0,Bellandur
Light House Cafe,Yes,No,3.7,94,Cafe,"Cafe, Beverages, Continental, North Indian, Chinese",700.0,Bellandur
Hotel Shreekshetra,Yes,No,3.6,10,Quick Bites,"North Indian, Chinese",300.0,Bellandur
Payohima Ice Creams,Yes,No,3.9,20,Dessert Parlor,Desserts,300.0,Bellandur
Mirapakaya,Yes,No,,0,Quick Bites,"South Indian, Fast Food",300.0,Bellandur
ReadyBowl,Yes,No,3.6,76,"Takeaway, Delivery","Andhra, South Indian, North Indian, Biryani",300.0,
The Paratha Stories,Yes,No,3.3,35,Delivery,North Indian,400.0,Bellandur
Devanshi Foods,Yes,No,,0,Quick Bites,"Andhra, Biryani, North Indian, South Indian",400.0,Bellandur
Al Zaiqa Hotel,Yes,No,3.5,14,Quick Bites,"Chinese, South Indian, Fast Food",200.0,Bellandur
Tandurust,No,No,3.6,27,"Takeaway, Delivery","North Indian, South Indian",300.0,Bellandur
Kawaii,Yes,No,3.8,138,Dessert Parlor,"Desserts, Ice Cream",500.0,Bellandur
B.M.W - Bhookh Mitaane Wala,Yes,No,3.7,500,Delivery,"North Indian, South Indian, Chinese",500.0,
Hyderabad Biryaani Palace,No,No,3.3,12,Casual Dining,"Chinese, South Indian, North Indian, Biryani",700.0,Bellandur
Pasta Twist,No,No,,0,Quick Bites,"Italian, Fast Food",400.0,Bellandur
Nawab's Kitchen,No,No,,0,Quick Bites,"Biryani, Chinese",400.0,Bellandur
The Ganache Factory,No,No,,0,"Dessert Parlor, Bakery","Desserts, Bakery",400.0,Bellandur
Lucknow Central,Yes,No,3.0,21,Quick Bites,North Indian,350.0,Bellandur
Lovely Knights,Yes,No,3.5,356,Delivery,"North Indian, Chinese",500.0,Bellandur
All In One Desi Khana,No,No,,0,Quick Bites,"North Indian, Chinese, Biryani",500.0,Bellandur
California Burrito,No,No,3.7,23,"Food Court, Quick Bites","Mexican, Fast Food",400.0,Bellandur
Archana's First Crush,Yes,No,3.7,31,Bakery,"Bakery, Desserts",400.0,Bellandur
Punjabi,No,No,,0,Quick Bites,"North Indian, Chinese",500.0,Bellandur
Me And My Cake,No,No,,0,"Takeaway, Delivery","Bakery, Desserts",500.0,Bellandur
Taste of Chettinad,No,No,,0,Delivery,"Chettinad, South Indian",400.0,Bellandur
Noodle Oodle,No,No,,0,"Takeaway, Delivery",Chinese,400.0,Bellandur
Elaz Rannaghor,No,No,,0,"Takeaway, Delivery","Bengali, North Indian",350.0,Bellandur
Gowdaaa Mane Oota,No,No,3.4,7,Quick Bites,South Indian,200.0,Bellandur
Mast Kalandar,No,No,2.1,337,Casual Dining,North Indian,450.0,Bellandur
Lazeez,No,No,2.7,52,"Takeaway, Delivery","North Indian, Mughlai, Biryani",600.0,Bellandur
RICE BAR,No,No,,0,Delivery,"North Indian, Biryani",500.0,Bellandur
Ghar Ka Aahar,No,No,,0,Delivery,North Indian,400.0,Bellandur
Burger & Kulfi Plaza,No,No,,0,"Food Court, Quick Bites",Fast Food,300.0,Bellandur
Pitta Biryani,No,No,,0,Delivery,Biryani,400.0,Bellandur
Eat Repeat Express,No,No,,0,Delivery,"North Indian, Chinese, Continental",600.0,Bellandur
Teekhi Mirrchi,No,No,,0,"Takeaway, Delivery","Chinese, North Indian",700.0,Bellandur
The French Loaf,No,No,,0,"Bakery, Quick Bites","Bakery, Desserts",400.0,Bellandur
Hotel Thansika,No,No,,0,Quick Bites,"South Indian, Biryani",200.0,Bellandur
Biryani Factory,No,No,,0,Delivery,Biryani,400.0,Bellandur
VM Amul Ice Cream,No,No,,0,Dessert Parlor,Ice Cream,100.0,Bellandur
Shiv Shakti Hotel,No,No,,0,Quick Bites,North Indian,200.0,Bellandur
Bonfooder,Yes,No,3.9,36,Delivery,North Indian,400.0,Bellandur
Cafe At The Atelier,Yes,No,4.2,500,Cafe,"Cafe, Continental, Italian, Salad",800.0,Bellandur
Hotel Aahaa,No,No,3.7,25,Quick Bites,South Indian,200.0,Bellandur
Best Biryani,No,No,,0,Quick Bites,"North Indian, Biryani, Desserts",300.0,Bellandur
Crack That,No,No,3.3,6,"Food Court, Quick Bites",Continental,500.0,Bellandur
Yummy Punjabi Delight,No,No,3.2,6,Quick Bites,North Indian,500.0,Bellandur
Ande Ka Funda,No,No,3.0,21,Quick Bites,Fast Food,150.0,Bellandur
Nandana Mess,No,No,3.4,7,Mess,"South Indian, Chinese",350.0,Bellandur
Pots N Pans,No,No,3.3,5,Delivery,"North Indian, Chinese, Biryani",600.0,Bellandur
Litti Chokha Junction,No,No,,0,Quick Bites,"Bihari, Chinese",250.0,Bellandur
Northern Tadka,No,No,,0,"Takeaway, Delivery",North Indian,400.0,Bellandur
Wangchuk Trail,No,No,,0,"Takeaway, Delivery",Chinese,200.0,Bellandur
Neetu's Kitchen,No,No,3.8,21,"Takeaway, Delivery","Bengali, North Indian",350.0,Bellandur
